source,metabolite,comparison,direction,log2fc,control_mean,disease_mean,p_value,fdr,priority_score
sFig6A Raw data.xlsx,Linderanolide isomer,PH-mk_vs_Control-mk,up,0.2424934907762366,3911910.1666666665,4627929.0,,,5.369275259187351
sFig6A Raw data.xlsx,a-ketoglutarate,PH-mk_vs_Control-mk,down,-0.31555911918542273,122170.33666666667,98168.69333333334,,,5.332490392302005
sFig6A Raw data.xlsx,Glycerophosphocholine,PH-mk_vs_Control-mk,up,0.2325876162178128,6512690.166666667,7652023.0,,,5.318676373514012
sFig6A Raw data.xlsx,fumarate,PH-CD41_vs_Control-CD41,down,-0.30659910077224184,130464.72666666667,105486.67,,,5.210133974503273
sFig6A Raw data.xlsx,PC(18:0/20:2),PH-CD41_vs_Control-CD41,down,-0.24199735684382231,2896953.793333333,2449588.3333333335,,,5.1947408510539
sFig6A Raw data.xlsx,UTP,PH-mk_vs_Control-mk,down,-0.29121055908520277,204338.80000000002,166988.94666666666,,,5.137132105947683
sFig6A Raw data.xlsx,Lys-Leu isomer,PH-CD41_vs_Control-CD41,up,0.3380704930194704,24452.426666666666,30909.453333333335,,,5.042594291350273
sFig6A Raw data.xlsx,Hydroxybutyrylcarnitine,PH-mk_vs_Control-mk,up,0.22470671706557588,4861833.5,5681245.333333333,,,5.041918989396318
sFig6A Raw data.xlsx,allantoin,PH-CD41_vs_Control-CD41,up,0.28431035122844633,171537.32333333333,208902.94999999998,,,5.024469065784552
sFig6A Raw data.xlsx,ribose-5-phosphate,PH-mk_vs_Control-mk,down,-0.3369174471006686,29116.32666666667,23052.303333333333,,,4.996347699962858
sFig6A Raw data.xlsx,2-O-Ethyl ascorbic acid isomer,PH-CD41_vs_Control-CD41,up,0.36189720783067075,10711.019999999999,13764.89,,,4.975656046412103
sFig6A Raw data.xlsx,aspartate,PH-mk_vs_Control-mk,up,0.24148374006389828,1098611.4966666668,1298787.1666666667,,,4.9042292148576605
sFig6A Raw data.xlsx,PC(18:2/19:0),PH-CD41_vs_Control-CD41,down,-0.24050646268132092,1357582.4166666667,1149123.0733333332,,,4.899744226332515
sFig6A Raw data.xlsx,Methyl phosphoethanolamine,PH-CD41_vs_Control-CD41,up,0.2943383710242816,74567.96,91444.36333333333,,,4.850879550870017
sFig6A Raw data.xlsx,Guanidoacetic acid,PH-mk_vs_Control-mk,up,0.2248336887051251,2260008.5433333335,2641142.0833333335,,,4.796316607769963
sFig6A Raw data.xlsx,sn-glycero-3-phospho-1-Inositol,PH-mk_vs_Control-mk,up,0.2647171652761875,214866.17,258140.32333333333,,,4.759032672518213
Figure6D+F raw data.xlsx:FDR,Homocitrulline,KO_or_PH_vs_WT_or_control,down,-1.85250427801688,112687.956,31204.566,0.00788957642344626,0.0270373858656616,4.757296380939869
Figure6D+F raw data.xlsx:Heatmap,Homocitrulline,KO_or_PH_vs_WT_or_control,down,-1.85250427801688,112687.956,31204.566,0.00788957642344626,0.0270373858656616,4.757296380939869
sFig6A Raw data.xlsx,LysoPE(22:4),PH-mk_vs_Control-mk,up,0.25762102514469987,302574.1066666667,361729.0733333333,,,4.75685733533633
sFig6A Raw data.xlsx,DAG(15:1/22:4),PH-mk_vs_Control-mk,up,0.21872319222563627,2683127.0833333335,3122363.6666666665,,,4.718779558518557
sFig6A Raw data.xlsx,sn-glycero-3-phospho-1-Inositol,PH-CD41_vs_Control-CD41,up,0.28794458708930054,56402.46666666667,68861.75,,,4.627683053320391
sFig6A Raw data.xlsx,creatine,PH-CD41_vs_Control-CD41,down,-0.2941985206260941,50657.59666666667,41312.549999999996,,,4.597887314102419
Figure6D+F raw data.xlsx:FDR,DL-Pipecolic acid,KO_or_PH_vs_WT_or_control,down,-1.20518308890499,287005.622,124478.442,0.000407012747958664,0.00208482585119247,4.436194848342926
Figure6D+F raw data.xlsx:Heatmap,DL-Pipecolic acid,KO_or_PH_vs_WT_or_control,down,-1.20518308890499,287005.622,124478.442,0.000407012747958664,0.00208482585119247,4.436194848342926
sFig6A Raw data.xlsx,PE(P-16:0/20:4),PH-CD41_vs_Control-CD41,down,-0.1925407788409544,8266797.666666667,7233970.916666667,,,4.4243747869955286
sFig6A Raw data.xlsx,LysoPE(20:1),PH-CD41_vs_Control-CD41,up,0.21604954168545765,1122994.5,1304412.71,,,4.389039974922715
sFig6A Raw data.xlsx,Trimethyllysine,PH-CD41_vs_Control-CD41,up,0.2707204046714089,62728.15,75675.87333333334,,,4.387718518463359
sFig6A Raw data.xlsx,7_8-Dihydroparasiloxanthin isomer,PH-mk_vs_Control-mk,down,-0.2489299264206075,181206.44666666666,152488.91333333333,,,4.3481294018012875
sFig6A Raw data.xlsx,UDP-glucuronate,PH-mk_vs_Control-mk,down,-0.2751478771454434,44909.94,37112.03,,,4.252349715607247
sFig6A Raw data.xlsx,CDP-choline,PH-mk_vs_Control-mk,up,0.23681228144092145,203389.85333333336,239671.77000000002,,,4.232002773313016
sFig6A Raw data.xlsx,Stoloniferone C isomer,PH-CD41_vs_Control-CD41,down,-0.2402500219242831,173682.88,147039.68,,,4.181816948065678
sFig6A Raw data.xlsx,S-Adenosylmethionine,PH-CD41_vs_Control-CD41,up,0.27263106156879585,31841.733333333334,38465.09666666667,,,4.152525438903935
Figure6D+F raw data.xlsx:FDR,2_6-Dihydroxybenzoic acid,KO_or_PH_vs_WT_or_control,down,-1.45065410848177,3190712.81,1167339.862,0.00875803576885958,0.0151134186016788,4.091769071357154
Figure6D+F raw data.xlsx:Heatmap,2_6-Dihydroxybenzoic acid,KO_or_PH_vs_WT_or_control,down,-1.45065410848177,3190712.81,1167339.862,0.00875803576885958,0.0151134186016788,4.091769071357154
sFig6A Raw data.xlsx,C19:4,PH-CD41_vs_Control-CD41,down,-0.2401305308790414,128551.59999999999,108840.61666666665,,,4.075495193265276
sFig6A Raw data.xlsx,hexose-phosphate,PH-CD41_vs_Control-CD41,down,-0.22920098422459587,214989.47333333336,183409.07666666666,,,4.060046341491951
sFig6A Raw data.xlsx,Ser Thr Glu isomer,PH-CD41_vs_Control-CD41,down,-0.2813330315202846,20674.29333333333,17011.436666666665,,,4.033083483262011
sFig6A Raw data.xlsx,O-Phosphorylethanolamine,PH-mk_vs_Control-mk,up,0.19181755072800086,1275978.71,1457425.1666666667,,,3.9274626953000045
sFig6A Raw data.xlsx,xanthine,PH-mk_vs_Control-mk,up,0.23886472580951265,72987.36,86129.73333333334,,,3.916005760513301
sFig6A Raw data.xlsx,LysoPC(24:1),PH-CD41_vs_Control-CD41,up,0.23113300424549632,104072.09000000001,122155.28000000001,,,3.9057706801613046
sFig6A Raw data.xlsx,Lys-Leu isomer,PH-mk_vs_Control-mk,up,0.24091702911159,63433.14333333333,74961.71,,,3.9013827817354043
sFig6A Raw data.xlsx,PC(18:0/20:3),PH-CD41_vs_Control-CD41,down,-0.15793401419640912,24163101.0,21657573.333333332,,,3.873537382018659
sFig6A Raw data.xlsx,2-[[2-(1H-indol-3-yl)acetyl]amino]acetate,PH-CD41_vs_Control-CD41,down,-0.2700217805730658,18884.823333333334,15661.316666666666,,,3.835663729438141
sFig6A Raw data.xlsx,IMP,PH-mk_vs_Control-mk,down,-0.2114097893211554,272608.14999999997,235449.70333333334,,,3.817315461637212
sFig6A Raw data.xlsx,carbamoyl phosphate,PH-mk_vs_Control-mk,up,0.2249974404920781,108727.99666666666,127078.58333333333,,,3.814915468936459
sFig6A Raw data.xlsx,C16:2,PH-CD41_vs_Control-CD41,down,-0.19903362712731634,532393.8033333333,463786.2833333334,,,3.7860449156007436
sFig6A Raw data.xlsx,Polyphloroglucinol phosphate,PH-CD41_vs_Control-CD41,down,-0.2406714909256768,51038.676666666666,43196.65,,,3.7639412458628505
sFig6A Raw data.xlsx,N-acetyl-glucosamine-6-Phosphate,PH-mk_vs_Control-mk,up,0.23307498917221095,57437.21666666667,67508.11,,,3.7391741727859324
sFig6A Raw data.xlsx,Lyso-PAF C-18,PH-CD41_vs_Control-CD41,up,0.18743218900912542,737836.8533333334,840200.73,,,3.688735997464947
sFig6A Raw data.xlsx,C19:0,PH-CD41_vs_Control-CD41,down,-0.17243151763807205,2589106.1666666665,2297432.71,,,3.673485060950806
sFig6A Raw data.xlsx,1-Tetradecanesulfonic acid,PH-mk_vs_Control-mk,down,-0.23973111411461615,38031.98,32209.403333333332,,,3.647500118106145
sFig6A Raw data.xlsx,Hydroxymethylphosphonate,PH-CD41_vs_Control-CD41,up,0.23781151736296147,31887.683333333334,37602.03666666667,,,3.614392984481579
sFig6A Raw data.xlsx,C20:2,PH-mk_vs_Control-mk,down,-0.1713730069770372,2090129.5833333333,1856029.1666666667,,,3.598003983671159
sFig6A Raw data.xlsx,DL-5-Hydroxylysine,PH-mk_vs_Control-mk,down,-0.2403232251683852,31638.023333333334,26783.346666666668,,,3.5926922148715703
sFig6A Raw data.xlsx,LysoPE(P-16:0),PH-mk_vs_Control-mk,up,0.15957547208628522,5207336.666666667,5816378.5,,,3.5859305359942275
sFig6A Raw data.xlsx,PG(22:6/16:1),PH-CD41_vs_Control-CD41,down,-0.2156537515661478,98573.22666666667,84886.90999999999,,,3.57746345064816
Figure6D+F raw data.xlsx:FDR,lysine,KO_or_PH_vs_WT_or_control,down,-0.952341088614977,1618710.124,836538.338,0.000327317137906335,0.00208482585119247,3.505501089479785
Figure6D+F raw data.xlsx:Heatmap,lysine,KO_or_PH_vs_WT_or_control,down,-0.952341088614977,1618710.124,836538.338,0.000327317137906335,0.00208482585119247,3.505501089479785
sFig6A Raw data.xlsx,N-Glycoloyl-neuraminate,PH-mk_vs_Control-mk,down,-0.21867706226934427,61743.223333333335,53059.23,,,3.480030387378169
sFig6A Raw data.xlsx,Laurate,PH-CD41_vs_Control-CD41,down,-0.1336651571834267,65827022.666666664,60002174.666666664,,,3.4715750720142893
sFig6A Raw data.xlsx,NADP,PH-CD41_vs_Control-CD41,up,0.21980176530704698,47245.74333333334,55021.14333333333,,,3.461377692818981
sFig6A Raw data.xlsx,UDP-D-glucose,PH-mk_vs_Control-mk,up,0.18707975189293405,283205.2866666667,322417.03,,,3.4232924777119047
sFig6A Raw data.xlsx,PI (40:0),PH-mk_vs_Control-mk,down,-0.19543655141354946,136898.97666666665,119555.05333333334,,,3.3346874948169245
sFig6A Raw data.xlsx,Glycerol 3-phosphate,PH-CD41_vs_Control-CD41,up,0.2092227710184399,48954.986666666664,56595.15666666667,,,3.3032962428756147
sFig6A Raw data.xlsx,UDP-N-acetyl-glucosamine,PH-CD41_vs_Control-CD41,down,-0.17691506375305702,307492.73,272005.76666666666,,,3.225196547226313
sFig6A Raw data.xlsx,Glycerylphosphorylethanolamine,PH-mk_vs_Control-mk,down,-0.17475657110119733,316293.75,280210.00666666665,,,3.1929615971783356
sFig6A Raw data.xlsx,Sphingosine-1-phosphate,PH-CD41_vs_Control-CD41,up,0.19895160931383019,55602.72666666666,63824.363333333335,,,3.175634198260326
